"pos_age","line_age","pos","pop","line","age","lat","region","percent_N","percent_C","C_N"
"361_young","McPhee_6_young",361,"McPhee",6,"young",40.971333,"north temperate",1.252,37.642,30.06549521
"362_young","McPhee_7_young",362,"McPhee",7,"young",40.971333,"north temperate",1.654,44.659,27.00060459
"363_young","McPhee_7_young",363,"McPhee",7,"young",40.971333,"north temperate",1.248,35.77,28.66185897
"364_young","McPhee_7_young",364,"McPhee",7,"young",40.971333,"north temperate",0.791,19.89,25.1403287
"365_young","McPhee_8_young",365,"McPhee",8,"young",40.971333,"north temperate",1.202,28.936,24.07321131
"366_young","McPhee_8_young",366,"McPhee",8,"young",40.971333,"north temperate",1.265,37.943,29.9944664
"367_young","McPhee_2_young",367,"McPhee",2,"young",40.971333,"north temperate",2.2149,32.3318,14.59740846
"368_young","McPhee_2_young",368,"McPhee",2,"young",40.971333,"north temperate",2.155,40.2346,18.67034803
"369_young","McPhee_2_young",369,"McPhee",2,"young",40.971333,"north temperate",1.3573,42.622,31.40204818
"370_young","McPhee_6_young",370,"McPhee",6,"young",40.971333,"north temperate",1.3082,38.7091,29.58958875
"371_young","McPhee_6_young",371,"McPhee",6,"young",40.971333,"north temperate",1.375,43.7222,31.79796364
"372_young","McPhee_6_young",372,"McPhee",6,"young",40.971333,"north temperate",1.4004,40.2014,28.70708369
"373_young","McPhee_8_young",373,"McPhee",8,"young",40.971333,"north temperate",1.4797,40.4162,27.31377982
"374_young","McPhee_8_young",374,"McPhee",8,"young",40.971333,"north temperate",2.485,41.7078,16.78382294
"375_young","McPhee_8_young",375,"McPhee",8,"young",40.971333,"north temperate",2.8097,41.7189,14.84816884
"376_mature","OCM_5_mature",376,"OCM",5,"mature",32.34554,"temperate",0.978,34.55,35.33026585
"377_mature","OCM_5_mature",377,"OCM",5,"mature",32.34554,"temperate",2.223,42.755,19.23301844
"378_mature","OCM_5_mature",378,"OCM",5,"mature",32.34554,"temperate",1.812,39.771,21.9486755
"379_mature","OCM_10_mature",379,"OCM",10,"mature",32.34554,"temperate",1.198,41.37,34.52921536
"380_mature","OCM_10_mature",380,"OCM",10,"mature",32.34554,"temperate",1.528,40.46,26.48102094
"381_mature","OCM_10_mature",381,"OCM",10,"mature",32.34554,"temperate",1.276,38.82,30.42084639
"382_mature","OCM_16_mature",382,"OCM",16,"mature",32.34554,"temperate",0.735,18.409,25.0462585
"383_mature","OCM_16_mature",383,"OCM",16,"mature",32.34554,"temperate",1.215,40.542,33.36790123
"384_mature","OCM_16_mature",384,"OCM",16,"mature",32.34554,"temperate",1.241,41.261,33.24818695
"385_mature","OCM_17_mature",385,"OCM",17,"mature",32.34554,"temperate",1.282,40.6,31.66848674
"386_mature","OCM_17_mature",386,"OCM",17,"mature",32.34554,"temperate",1.196,39.01,32.61287625
"387_mature","OCM_17_mature",387,"OCM",17,"mature",32.34554,"temperate",1.454,39.439,27.12448418
"388_mature","OCM_18_mature",388,"OCM",18,"mature",32.34554,"temperate",1.227,40.31,32.85248574
"389_mature","OCM_18_mature",389,"OCM",18,"mature",32.34554,"temperate",1.202,41.013,34.12063228
"390_mature","OCM_18_mature",390,"OCM",18,"mature",32.34554,"temperate",1.482,41.91,28.28137652
"391_young","OCM_5_young",391,"OCM",5,"young",32.34554,"temperate",1.302,39.35,30.2250384
"392_young","OCM_5_young",392,"OCM",5,"young",32.34554,"temperate",3.537,36.904,10.43370088
"393_young","OCM_5_young",393,"OCM",5,"young",32.34554,"temperate",3.111,31.75,10.20572163
"394_young","OCM_10_young",394,"OCM",10,"young",32.34554,"temperate",1.111,39.36,35.43024302
"395_young","OCM_10_young",395,"OCM",10,"young",32.34554,"temperate",1.955,43.944,22.47774936
"396_young","OCM_10_young",396,"OCM",10,"young",32.34554,"temperate",1.33,39.618,29.78796992
"397_young","OCM_16_young",397,"OCM",16,"young",32.34554,"temperate",1.429,40.45,28.30650805
"398_young","OCM_16_young",398,"OCM",16,"young",32.34554,"temperate",1.092,35.113,32.1547619
"399_young","OCM_16_young",399,"OCM",16,"young",32.34554,"temperate",1.407,40.587,28.84648188
"400_young","OCM_17_young",400,"OCM",17,"young",32.34554,"temperate",1.5,39.434,26.28933333
"401_young","OCM_17_young",401,"OCM",17,"young",32.34554,"temperate",1.044,38.04,36.43582375
"402_young","OCM_17_young",402,"OCM",17,"young",32.34554,"temperate",1.109,38.237,34.47880974
"403_young","OCM_18_young",403,"OCM",18,"young",32.34554,"temperate",1.14,40.072,35.15087719
"404_young","OCM_18_young",404,"OCM",18,"young",32.34554,"temperate",1.387,39.647,28.58471521
"405_young","OCM_18_young",405,"OCM",18,"young",32.34554,"temperate",0.9,31.78,35.31555556
"406_mature","Tiri_1_mature",406,"Tiri",1,"mature",10.41549,"tropical",2.364,34.04,14.4001692
"407_mature","Tiri_1_mature",407,"Tiri",1,"mature",10.41549,"tropical",4.947,41.18,8.323226198
"408_mature","Tiri_1_mature",408,"Tiri",1,"mature",10.41549,"tropical",5.721,39.826,6.96137039
"409_mature","Tiri_1_mature",409,"Tiri",1,"mature",10.41549,"tropical",4.237,34.919,8.241444418
"410_mature","Tiri_5_mature",410,"Tiri",5,"mature",10.41549,"tropical",1.595,36.5,22.8846395
"411_mature","Tiri_5_mature",411,"Tiri",5,"mature",10.41549,"tropical",1.776,38.155,21.48367117
"412_mature","Tiri_5_mature",412,"Tiri",5,"mature",10.41549,"tropical",1.849,37.97,20.53542455
"413_mature","Tiri_12_mature",413,"Tiri",12,"mature",10.41549,"tropical",1.811,19.99,11.03865268
"414_mature","Tiri_12_mature",414,"Tiri",12,"mature",10.41549,"tropical",1.901,40.055,21.07048922
"415_mature","Tiri_16_mature",415,"Tiri",16,"mature",10.41549,"tropical",2.053,39.708,19.34145153
"416_mature","Tiri_16_mature",416,"Tiri",16,"mature",10.41549,"tropical",2.215,37.871,17.09751693
"417_mature","Tiri_22_mature",417,"Tiri",22,"mature",10.41549,"tropical",1.719,31.52,18.33566027
"418_mature","Tiri_12_mature",418,"Tiri",12,"mature",10.41549,"tropical",1.881,36.8685,19.60047847
"419_mature","Tiri_12_mature",419,"Tiri",12,"mature",10.41549,"tropical",1.5365,34.6239,22.53426619
"420_mature","Tiri_12_mature",420,"Tiri",12,"mature",10.41549,"tropical",1.618,35.8355,22.14802225
"421_mature","Tiri_16_mature",421,"Tiri",16,"mature",10.41549,"tropical",2.1413,34.6003,16.15854855
"422_mature","Tiri_16_mature",422,"Tiri",16,"mature",10.41549,"tropical",2.3156,34.3999,14.85571774
"423_mature","Tiri_16_mature",423,"Tiri",16,"mature",10.41549,"tropical",1.8548,34.0545,18.36020056
"424_mature","Tiri_22_mature",424,"Tiri",22,"mature",10.41549,"tropical",1.939,37.5619,19.37178958
"425_mature","Tiri_22_mature",425,"Tiri",22,"mature",10.41549,"tropical",1.9586,38.5898,19.70274686
"426_mature","Tiri_22_mature",426,"Tiri",22,"mature",10.41549,"tropical",1.3864,31.2745,22.55806405
"427_young","Tiri_1_young",427,"Tiri",1,"young",10.41549,"tropical",5.242,29.53,5.633346051
"428_young","Tiri_1_young",428,"Tiri",1,"young",10.41549,"tropical",5.84,33.424,5.723287671
"429_young","Tiri_1_young",429,"Tiri",1,"young",10.41549,"tropical",7.491,40.358,5.387531705
"430_young","Tiri_5_young",430,"Tiri",5,"young",10.41549,"tropical",2.205,37.37,16.94965986
"431_young","Tiri_5_young",431,"Tiri",5,"young",10.41549,"tropical",2.462,40.105,16.28960195
"432_young","Tiri_5_young",432,"Tiri",5,"young",10.41549,"tropical",2.153,38.278,17.77891314
"433_young","Tiri_12_young",433,"Tiri",12,"young",10.41549,"tropical",3.999,40.52,10.13353338
"434_young","Tiri_12_young",434,"Tiri",12,"young",10.41549,"tropical",3.202,40.866,12.76264834
"435_young","Tiri_16_young",435,"Tiri",16,"young",10.41549,"tropical",2.968,40.022,13.48450135
"436_young","Tiri_16_young",436,"Tiri",16,"young",10.41549,"tropical",3.052,43.351,14.20412844
"437_young","Tiri_22_young",437,"Tiri",22,"young",10.41549,"tropical",4.118,41.99,10.19669743
"438_young","Tiri_12_young",438,"Tiri",12,"young",10.41549,"tropical",2.6355,28.4648,10.80053121
"439_young","Tiri_12_young",439,"Tiri",12,"young",10.41549,"tropical",3.6448,40.005,10.97591089
"440_young","Tiri_12_young",440,"Tiri",12,"young",10.41549,"tropical",3.6419,44.431,12.19995058
"441_young","Tiri_16_young",441,"Tiri",16,"young",10.41549,"tropical",3.4418,41.1825,11.96539601
"442_young","Tiri_16_young",442,"Tiri",16,"young",10.41549,"tropical",4.379,39.9811,9.130189541
"443_young","Tiri_16_young",443,"Tiri",16,"young",10.41549,"tropical",2.8564,41.918,14.67511553
"444_young","Tiri_22_young",444,"Tiri",22,"young",10.41549,"tropical",2.0825,29.8381,14.32801921
"445_young","Tiri_22_young",445,"Tiri",22,"young",10.41549,"tropical",3.5071,42.352,12.07607425
"446_young","Tiri_22_young",446,"Tiri",22,"young",10.41549,"tropical",2.674,39.3932,14.73193717
"447_mature","TT_5_mature",447,"TT",5,"mature",30.673889,"temperate",1.776,56.06,31.56362613
"448_mature","TT_5_mature",448,"TT",5,"mature",30.673889,"temperate",1.457,42.639,29.26492793
"449_mature","TT_5_mature",449,"TT",5,"mature",30.673889,"temperate",1.601,48.758,30.4547158
"450_mature","TT_7_mature",450,"TT",7,"mature",30.673889,"temperate",1.621,46.22,28.51141271
"451_mature","TT_7_mature",451,"TT",7,"mature",30.673889,"temperate",1.269,41.702,32.86209614
"452_mature","TT_7_mature",452,"TT",7,"mature",30.673889,"temperate",1.362,38.435,28.2195301
"453_mature","TT_9_mature",453,"TT",9,"mature",30.673889,"temperate",1.62,42.237,26.07222222
"454_mature","TT_9_mature",454,"TT",9,"mature",30.673889,"temperate",1.342,42.796,31.88971684
"455_mature","TT_9_mature",455,"TT",9,"mature",30.673889,"temperate",1.274,39.888,31.30926217
"456_mature","TT_10_mature",456,"TT",10,"mature",30.673889,"temperate",0.983,36.357,36.98575788
"457_mature","TT_10_mature",457,"TT",10,"mature",30.673889,"temperate",0.852,33.437,39.24530516
"458_mature","TT_10_mature",458,"TT",10,"mature",30.673889,"temperate",1.147,41.649,36.31124673
"459_mature","TT_25_mature",459,"TT",25,"mature",30.673889,"temperate",1.281,46.97,36.66978923
"460_mature","TT_25_mature",460,"TT",25,"mature",30.673889,"temperate",1.292,40.796,31.57585139
"461_mature","TT_25_mature",461,"TT",25,"mature",30.673889,"temperate",1.058,44.159,41.73818526
"462_young","TT_5_young",462,"TT",5,"young",30.673889,"temperate",1.572,38.002,24.17430025
"463_young","TT_5_young",463,"TT",5,"young",30.673889,"temperate",1.449,38.274,26.41407867
"464_young","TT_5_young",464,"TT",5,"young",30.673889,"temperate",1.5,38.689,25.79266667
"465_young","TT_7_young",465,"TT",7,"young",30.673889,"temperate",0.955,25.345,26.53926702
"466_young","TT_7_young",466,"TT",7,"young",30.673889,"temperate",1.093,31.899,29.18481244
"467_young","TT_7_young",467,"TT",7,"young",30.673889,"temperate",1.181,33.716,28.54868755
"468_young","TT_9_young",468,"TT",9,"young",30.673889,"temperate",1.412,38.733,27.43130312
"469_young","TT_9_young",469,"TT",9,"young",30.673889,"temperate",1.246,39.218,31.47512039
"470_young","TT_9_young",470,"TT",9,"young",30.673889,"temperate",1.012,34.173,33.76778656
"471_young","TT_10_young",471,"TT",10,"young",30.673889,"temperate",0.886,35.799,40.40519187
"472_young","TT_10_young",472,"TT",10,"young",30.673889,"temperate",1.115,40.623,36.43318386
"473_young","TT_10_young",473,"TT",10,"young",30.673889,"temperate",1.057,37.384,35.36802271
"474_young","TT_25_young",474,"TT",25,"young",30.673889,"temperate",1.509,37.121,24.59973492
"475_young","TT_25_young",475,"TT",25,"young",30.673889,"temperate",1.273,36.746,28.86567164
"476_young","TT_25_young",476,"TT",25,"young",30.673889,"temperate",1.321,35.653,26.98940197
"477_mature","Whitehall_2_mature",477,"Whitehall",2,"mature",33.895767,"temperate",2.166,60.002,27.70175439
"478_mature","Whitehall_2_mature",478,"Whitehall",2,"mature",33.895767,"temperate",1.444,39.68,27.48060942
"479_mature","Whitehall_2_mature",479,"Whitehall",2,"mature",33.895767,"temperate",1.225,38.74,31.62204082
"480_mature","Whitehall_3_mature",480,"Whitehall",3,"mature",33.895767,"temperate",1.206,37.97,31.4800995
"481_mature","Whitehall_3_mature",481,"Whitehall",3,"mature",33.895767,"temperate",1.318,39.11,29.67450683
"482_mature","Whitehall_3_mature",482,"Whitehall",3,"mature",33.895767,"temperate",1.451,46.673,32.16609235
"483_mature","Whitehall_16_mature",483,"Whitehall",16,"mature",33.895767,"temperate",0.87,35.01,40.23563218
"484_mature","Whitehall_16_mature",484,"Whitehall",16,"mature",33.895767,"temperate",1.913,49.42,25.83115525
"485_mature","Whitehall_16_mature",485,"Whitehall",16,"mature",33.895767,"temperate",1.377,40.13,29.14306463
"486_mature","Whitehall_17_mature",486,"Whitehall",17,"mature",33.895767,"temperate",1.455,41.794,28.72439863
"487_mature","Whitehall_17_mature",487,"Whitehall",17,"mature",33.895767,"temperate",0.996,26.73,26.83433735
"488_mature","Whitehall_17_mature",488,"Whitehall",17,"mature",33.895767,"temperate",4.181,45.82,10.95957905
"489_mature","Whitehall_18_mature",489,"Whitehall",18,"mature",33.895767,"temperate",1.21,30.81,25.46280992
"490_mature","Whitehall_18_mature",490,"Whitehall",18,"mature",33.895767,"temperate",1.633,49.17,30.11022658
"491_mature","Whitehall_18_mature",491,"Whitehall",18,"mature",33.895767,"temperate",2.651,35.949,13.56054319
"492_young","Whitehall_2_young",492,"Whitehall",2,"young",33.895767,"temperate",1.133,38.453,33.93909974
"493_young","Whitehall_2_young",493,"Whitehall",2,"young",33.895767,"temperate",1.505,41.257,27.41328904
"494_young","Whitehall_2_young",494,"Whitehall",2,"young",33.895767,"temperate",1.838,39.75,21.6273123
"495_young","Whitehall_3_young",495,"Whitehall",3,"young",33.895767,"temperate",1.621,37.87,23.36212215
"496_young","Whitehall_3_young",496,"Whitehall",3,"young",33.895767,"temperate",1.594,41.055,25.75595985
"497_young","Whitehall_3_young",497,"Whitehall",3,"young",33.895767,"temperate",1.663,37.657,22.64401684
"498_young","Whitehall_16_young",498,"Whitehall",16,"young",33.895767,"temperate",1.114,39.36,35.32944345
"499_young","Whitehall_16_young",499,"Whitehall",16,"young",33.895767,"temperate",1.409,28.457,20.19659333
"500_young","Whitehall_16_young",500,"Whitehall",16,"young",33.895767,"temperate",1.584,37.372,23.59343434
"501_young","Whitehall_17_young",501,"Whitehall",17,"young",33.895767,"temperate",1.134,38.213,33.69753086
"502_young","Whitehall_17_young",502,"Whitehall",17,"young",33.895767,"temperate",1.171,39.377,33.62681469
"503_young","Whitehall_17_young",503,"Whitehall",17,"young",33.895767,"temperate",3.442,38.83,11.28123184
"504_young","Whitehall_18_young",504,"Whitehall",18,"young",33.895767,"temperate",1.944,38.01,19.54989712
"505_young","Whitehall_18_young",505,"Whitehall",18,"young",33.895767,"temperate",1.241,40.266,32.44641418
"506_young","Whitehall_18_young",506,"Whitehall",18,"young",33.895767,"temperate",3.395,39.13,11.5257732
"507_mature","With_42_mature",507,"With",42,"mature",28.60387,"subtropical",2.884,35.79,12.41019417
"508_mature","With_42_mature",508,"With",42,"mature",28.60387,"subtropical",3.312,39.89,12.04257246
"509_mature","With_43_mature",509,"With",43,"mature",28.60387,"subtropical",1.186,37.82,31.88870152
"510_mature","With_43_mature",510,"With",43,"mature",28.60387,"subtropical",1.321,39.843,30.16124148
"511_mature","With_43_mature",511,"With",43,"mature",28.60387,"subtropical",1.225,40.54,33.09714286
"512_mature","With_46_mature",512,"With",46,"mature",28.60387,"subtropical",2.882,29.7,10.30534351
"513_mature","With_46_mature",513,"With",46,"mature",28.60387,"subtropical",1.249,40.579,32.48919135
"514_mature","With_46_mature",514,"With",46,"mature",28.60387,"subtropical",4.174,42.17,10.1018208
"515_mature","With_47_mature",515,"With",47,"mature",28.60387,"subtropical",2.141,43.21,20.18028958
"516_mature","With_47_mature",516,"With",47,"mature",28.60387,"subtropical",2.28,63.15,27.69561404
"517_mature","With_48_mature",517,"With",48,"mature",28.60387,"subtropical",1.307,38.64,29.56388676
"518_mature","With_42_mature",518,"With",42,"mature",28.60387,"subtropical",1.2884,37.6518,29.2236883
"519_mature","With_42_mature",519,"With",42,"mature",28.60387,"subtropical",1.0607,32.0097,30.17790139
"520_mature","With_42_mature",520,"With",42,"mature",28.60387,"subtropical",1.139,37.7854,33.17418788
"521_mature","With_47_mature",521,"With",47,"mature",28.60387,"subtropical",1.4385,36.4269,25.32283629
"522_mature","With_47_mature",522,"With",47,"mature",28.60387,"subtropical",1.1716,38.2061,32.61019119
"523_mature","With_47_mature",523,"With",47,"mature",28.60387,"subtropical",1.3305,39.7743,29.89425028
"524_mature","With_48_mature",524,"With",48,"mature",28.60387,"subtropical",1.554,39.9549,25.71100386
"525_mature","With_48_mature",525,"With",48,"mature",28.60387,"subtropical",1.1017,36.6794,33.29345557
"526_mature","With_48_mature",526,"With",48,"mature",28.60387,"subtropical",1.4127,38.9891,27.59899483
"527_young","With_42_young",527,"With",42,"young",28.60387,"subtropical",4.084,39.26,9.61410382
"528_young","With_42_young",528,"With",42,"young",28.60387,"subtropical",3.761,37.43,9.951608615
"529_young","With_43_young",529,"With",43,"young",28.60387,"subtropical",2.147,34.661,16.14392175
"530_young","With_43_young",530,"With",43,"young",28.60387,"subtropical",1.51,35.854,23.74437086
"531_young","With_43_young",531,"With",43,"young",28.60387,"subtropical",2.316,39.75,17.16278066
"532_young","With_46_young",532,"With",46,"young",28.60387,"subtropical",2.325,26.64,11.45892473
"533_young","With_46_young",533,"With",46,"young",28.60387,"subtropical",1.641,37.561,22.88909202
"534_young","With_46_young",534,"With",46,"young",28.60387,"subtropical",4.335,38.996,8.99561707
"535_young","With_47_young",535,"With",47,"young",28.60387,"subtropical",2.893,39.239,13.56342897
"536_young","With_47_young",536,"With",47,"young",28.60387,"subtropical",2.316,38.62,16.67530225
"537_young","With_48_young",537,"With",48,"young",28.60387,"subtropical",1.895,36.831,19.43588391
"538_young","With_42_young",538,"With",42,"young",28.60387,"subtropical",2.001,35.111,17.54672664
"539_young","With_42_young",539,"With",42,"young",28.60387,"subtropical",2.1111,38.9084,18.43039174
"540_young","With_42_young",540,"With",42,"young",28.60387,"subtropical",1.6606,37.1418,22.36649404
"541_young","With_47_young",541,"With",47,"young",28.60387,"subtropical",2.5253,37.3745,14.80002376
"542_young","With_47_young",542,"With",47,"young",28.60387,"subtropical",2.6946,45.5789,16.91490388
"543_young","With_47_young",543,"With",47,"young",28.60387,"subtropical",2.1994,40.7153,18.51200327
"544_young","With_48_young",544,"With",48,"young",28.60387,"subtropical",1.8808,45.9182,24.41418545
"545_young","With_48_young",545,"With",48,"young",28.60387,"subtropical",1.2596,31.9401,25.35733566
"546_young","With_48_young",546,"With",48,"young",28.60387,"subtropical",2.0186,39.8273,19.73015952
